"Compound Name" Mass RT K-1 K-10 K-11 K-12 K-13 K-14 K-15 K-16 K-17 K-18 K-19 K-2 K-20 K-21 K-22 K-23 K-24 K-25 K-26 K-27 K-28 K-29 K-3 K-30 K-4 K-5 K-6 K-7 K-8 K-9 12V0a 13V0 14V0 15V0 16V0 10V0 17V0 11V0 18V0 19V0 20V0 22V0 23V0 24V0 26V0 12V0B 27V0 28V0 29V0 30V0 32V0 25V0 33V0 34V0 35V0 39V0 38V0 36V0 40V0 QC_1 QC_10 QC_11 QC_12 QC_2 QC_3 QC_4 QC_5 QC_6 QC_7 QC_8 QC_9 ...75 "K - controls"
152.1202@4.87 152.1202 4.87 28091.70667 53092.35957 75763.54335 8287.642245 30243.25687 25419.2234 14276.10296 21761.61909 27272.55275 27098.31722 4997.578197 7615.655529 7989.466714 28868.82305 15874.18422 45062.28562 21778.04007 26885.84297 9293.454208 0 25223.17185 5692.448113 23385.21532 39222.09168 30196.4623 5477.271639 47847.81237 7541.793803 35694.75592 46874.56931 26861.20751 6060.85349 0 33343.85294 8015.557437 30421.22201 37580.26288 37140.17887 24821.96116 6164.470483 14048.77845 35430.30905 7490.669903 80634.72449 28477.04302 24212.41597 7158.184664 8505.570604 20439.61582 35266.86327 14569.86577 21965.03847 7162.557817 29497.79812 16892.77095 25981.18204 19928.42003 15550.57523 64600.90455 10336.2078 6405.698933 8315.848423 9507.919902 8832.333025 7042.650011 9222.95668 0 7958.948857 9331.050646 0 7665.383619 NA NA
155.1308@7.04 155.1308 7.04 44193.84815 33720.75798 48485.9268 47353.69169 39876.68823 39744.61272 49045.5155 49352.74351 32136.48232 50281.90343 43838.83084 35763.25652 35574.39934 32080.234 36013.46951 27976.14822 35573.52132 49763.44196 42534.77167 56699.70538 46532.7081 37246.43882 42291.57405 42629.46715 52658.75992 39067.78618 41370.64574 33418.9163 35938.20642 27464.56632 56819.58604 23612.06732 23891.12702 18206.82424 50452.71503 28390.33731 38324.20173 36366.00243 32093.3573 48403.92515 35387.39892 11985.73766 46337.28712 27569.06956 29229.36586 53602.68886 29963.90316 17835.63973 23679.50216 31682.42143 41764.09315 45007.31903 31348.99813 52489.9236 32568.47677 37625.58176 49829.25182 27728.85143 49926.19727 39271.02406 34091.61446 33481.19493 37139.62669 32219.90971 41940.83977 38002.10325 38599.16992 37501.79394 32676.12836 37655.70238 34485.55008 NA NA
160.1254@10.32 160.1254 10.32 21701.03363 17614.62895 20279.12238 18860.7361 21921.59517 19694.75542 22582.94501 15022.94661 16623.97344 22335.88034 19170.73588 12102.51448 22198.52101 19505.49259 22466.53968 23252.2366 17259.41631 17718.79606 21149.93005 19590.72474 19547.92192 18653.6762 21499.81671 28457.69687 27146.02936 12848.85636 22906.04255 23674.03326 18091.69352 20908.38485 19703.63811 20591.46745 17066.88566 17391.43007 19710.53777 16701.79787 18026.17228 20664.41593 18799.33358 22864.97154 21421.55013 19003.46352 19669.54608 23734.64796 17479.13375 27969.95589 18917.76695 13531.64374 18077.846 17132.98304 23406.0522 18042.47983 20213.82101 15767.38587 14336.2234 17860.59806 21591.56237 18948.96961 21634.0578 19611.1442 15812.83987 20585.82511 21361.42931 18764.71427 17503.67486 26981.871760000002 18688.8917 20920.30948 16314.44917 20284.40129 16538.69223 NA NA
163.1207@5.52 163.1207 5.52 100534.646 77564.97474 178673.6687 139405.3241 160301.9925 93956.19771 137041.3394 79297.52882 147810.0394 117638.6165 85071.17795 119631.5551 109885.8917 81296.28175 167741.3106 100546.6319 121629.792 156843.8043 101260.7028 64132.1997 118480.782 114382.7375 97833.22525 159870.099 129416.6355 174395.8897 105717.3007 91897.56388 109765.4543 110092.6625 189640.7032 161650.0699 138523.3783 65933.63903 13580.88507 6520.831972 106300.3184 106462.9689 102531.5642 11703.26456 124104.4083 91955.77957 99744.72027 167789.1837 128092.3925 16125.44033 158695.9499 139433.9947 125211.9313 110110.8884 22773.71203 7356.463668 67899.55029 89965.49018 135377.1518 5140.427772 104702.3644 71944.91121 96263.29427 166551.4254 99993.1009 117335.7577 102019.0588 167270.2994 5400.534608 111565.4696 105166.5671 7614.657791 163078.5067 162302.7474 104687.5423 NA NA
164.0476@1.13 164.0476 1.13 126845.6318 214409.1753 96672.14684 379820.3432 216079.7822 141412.823 179632.3027 19356.4812 53749.79515 223742.82 265719.811 66120.92674 176331.7663 254505.7781 59055.79686 80800.43241 286608.8885 178712.6001 143169.5667 54544.22149 146257.1815 110687.9622 182651.0435 145541.9613 272309.5923 115472.5377 344003.4966 55293.10212 277215.5672 277220.2341 249933.4919 171108.0945 144113.3919 367756.9737 71182.91957 181893.1584 204950.4891 70869.17744 158665.4148 124840.6075 152802.1427 26172.91862 113143.8786 83819.78417 296334.9748 218270.3664 49806.79964 21207.38906 119790.8677 84930.29054 246986.5568 328463.1426 165580.7133 101037.6032 79818.49902 63805.29554 57784.25768 41549.92936 72716.25112 150693.5767 152575.757 151430.3625 145440.3182 151085.5686 150063.7455 159208.4703 155360.9131 151264.2497 147805.9951 155188.2464 152766.7687 NA NA
164.1082@7.57 164.1082 7.57 10573.53413 14828.55175 14900.57829 18391.99797 10158.93995 9226.579252 6188.838127 13592.85186 10199.26677 7939.091466 15088.21486 18521.95978 20657.46659 10711.00881 0 11445.56004 24734.33307 3932.677529 26982.64202 14176.91627 5303.187425 15910.87768 8284.152438 1997.349967 16007.79516 15125.06381 13882.76641 10755.79624 0 9429.047249 21054.04453 0 8186.230221 5592.413437 14911.3061 13568.47764 18933.99445 15778.51412 3427.098882 0 0 10744.48911 0 5819.77244 8960.215539 18805.66002 22107.00276 8047.491936 5825.961645 14875.66421 8404.431243 13979.97598 2697.561002 11312.75171 13673.34644 9049.63349 0 12065.53556 11761.63573 10360.94005 0 2762.949888 13429.43032 0 2873.689922 6070.573303 10450.68604 6100.103735 11381.57901 6655.184788 5021.885026 NA NA
165.0904@9.56 165.0904 9.56 71310.00318 26425.37366 59013.29072 29979.80465 47534.55987 84920.42099 94678.93169 66192.94749 29669.67342 30770.26985 55880.73547 45112.42921 27115.52523 46274.08261 95232.26374 101599.5411 43573.38649 31253.34142 75562.90763 29366.93488 12835.70168 27550.42603 34462.69269 49245.34114 33019.80603 31632.43648 105582.6695 35061.28681 15021.70014 56697.18172 0 85089.60241 22700.33064 0 68268.12244 54728.06988 35418.35355 46568.2371 38630.46151 36058.6999 26088.17648 76250.49935 42224.98915 107385.8653 59651.47775 70411.86513 31560.8007 54946.20402 37036.79726 49065.78397 39469.84088 61762.70243 22770.39 105910.3779 244873.5097 57594.57217 112596.125 26166.72876 91849.78833 102494.5635 52311.86719 40839.60204 48324.80441 40065.5683 136255.0365 24005.2261 37579.62764 56889.64788 43786.91207 38625.2875 32224.57404 NA NA
166.0268@10.28 166.0268 10.28 102969.9561 405800.4263 192793.6908 58141.38643 107222.7323 369291.8269 141513.8759 398936.2326 149393.8568 188903.8311 206250.0577 331542.5739 231122.3403 346700.5198 141893.3045 178031.2528 235530.6619 207516.0413 55907.06175 47203.45948 106857.0914 101807.1715 88806.06807 69040.07504 204546.7857 336362.2445 99296.8635 88669.2386 296224.9622 170349.1586 240435.6082 59351.91968 374804.4555 267291.3264 95372.23141 195930.1923 120922.7326 149576.8674 95829.37875 65887.73011 193015.1669 103727.9334 51070.77705 189855.1371 166113.6087 151617.9863 151631.6623 229577.4317 146830.4021 238766.3363 15340.66158 102589.588 98698.23936 203875.7281 368275.2756 220537.1684 156291.711 290501.93 198798.5016 72241.41171 262062.7806 255859.9804 159177.6244 180748.9392 262347.193 174873.9781 354825.0143 148939.0777 95918.25376 53527.4946 281038.9117 NA NA
166.1364@7.04 166.1364 7.04 31263.67655 24237.01734 37022.07848 32619.63062 29864.1245 27496.6934 33807.92385 32060.58551 23305.66542 34928.78611 32140.38987 30836.38397 23073.70171 27866.54948 29139.65606 23452.42091 27981.09361 35741.79856 34512.2309 46765.90934 27836.09059 25489.46178 31680.70266 32657.3464 38604.92125 28564.08084 26981.88715 28825.60975 32366.24079 21955.37855 38512.54429 20632.02279 19234.21359 21460.6703 33961.96062 23566.88586 30340.80259 33112.56626 29444.42501 36375.48429 24358.29797 34743.3567 34067.95966 25707.47268 25255.13685 33808.04435 19776.28718 9828.020827 22644.67452 23659.56205 31071.67483 35765.68737 25769.66448 37076.52671 24528.35321 27659.40976 37875.68326 24768.43993 35747.78603 30584.22693 26924.44141 30510.95157 27398.34597 32098.02488 29647.61313 29140.66376 28439.33625 28551.39953 24949.32975 28474.09949 28499.63377 NA NA
169.1461@7.04 169.1461 7.04 55538.00628 38974.42084 57479.92673 50354.08122 44086.00636 41473.63574 58114.95556 55371.22312 38491.05998 54098.78338 49817.39599 37640.32546 40273.44862 36835.07208 38562.21357 31692.93154 34508.54482 59356.45874 48791.33527 65798.80633 49083.56249 37531.84171 52783.06898 48377.84713 59987.93293 45709.82897 46617.76001 50378.55891 42332.61935 38110.46582 65968.55885 29667.37773 29897.36492 25177.35266 52576.2023 34528.42704 43962.30978 49547.36667 40058.82266 61377.31279 28112.54046 50417.55451 52253.02126 30706.36255 31307.84012 59919.52264 32826.70435 22377.93691 27027.32986 26145.67787 48239.72104 50287.11282 35422.57332 62951.33513 43256.27594 42305.11173 45538.905530000004 30963.03614 55656.0151 44038.45478 40117.62658 40145.86577 40155.99691 35831.79363 41042.49406 41342.98715 33912.76178 44687.69703 40209.52064 45733.5205 38073.46925 NA NA
171.108@9.38 171.108 9.38 28205.36574 33134.91521 29486.20058 84538.87099 38968.49005 63109.65386 46213.38348 50983.85612 96463.46985 34487.26159 26596.4781 0 23619.27176 126184.3958 134500.9263 159237.0463 58261.38014 44927.2447 65818.25806 159969.3145 32445.49237 35605.0467 102933.7914 31904.20286 44739.71347 24439.78252 95037.38907 105547.4771 60576.76228 107797.2094 69460.52911 156102.0447 38143.1909 30127.81685 75356.07429 41721.33804 49810.07453 325227.3364 76172.82468 55980.94022 39912.3541 50723.5283 121081.1127 137334.2728 48995.70308 23365.26149 141639.2617 61477.85147 54931.7139 35929.93786 43135.37795 48784.08381 116845.9442 69344.69252 0 70952.05155 107867.2456 180048.5664 146934.6537 151529.9392 37194.13996 120452.4114 71867.33991 94809.26121 138245.1196 99515.77544 38562.42144 49677.49968 139390.1783 53529.57384 77879.25233 NA NA
171.1082@9.56 171.1082 9.56 28205.36574 33134.91521 50005.22239 19549.78991 63197.20374 115184.9074 150776.1656 36818.78711 27399.6053 36207.85795 23197.35328 64902.67924 23619.27176 28970.034 12827.18399 91912.89476 23289.94041 54371.9399 80456.34933 35615.8993 35455.91072 67209.25427 32469.74162 31904.20286 44739.71347 10285.86537 17592.59553 30210.07129 26617.13018 79988.74761 42601.50177 156342.9104 38143.1909 27891.30919 62998.08842 41721.33804 50035.65552 41361.43872 26009.66596 0 46393.07457 24494.86184 31345.90254 28054.07175 49125.81294 19797.99915 87628.84422 15535.05753 44997.39605 38283.72555 38640.55304 32068.41747 24271.17523 69344.69252 26719.1684 115312.742 56571.80932 31365.98536 26549.2041 38851.27971 56253.3096 28921.45387 37916.38376 37426.33134 138245.1196 28068.709 38576.6024 61444.02761 139365.4743 46676.60039 37221.73568 NA NA
175.0635@2.5 175.0635 2.5 12268.75719 10877.50164 9978.71888 12596.44919 77180.42158 17390.78662 14557.374100000001 9587.948126 12373.40943 14402.11862 18663.17752 10700.44353 16403.69344 9970.897141 18952.64334 13083.64278 26507.37629 11575.37888 10939.39545 5818.544652 19904.91251 9079.115707 13846.38781 45355.27664 19608.69315 21503.88622 9642.399219 10603.24728 9983.212614 35092.95461 11205.25384 13198.23416 9160.305415 16341.21625 5948.789829 17276.85524 10903.34655 12577.70489 6821.442304 7336.696088 8474.389012 6157.918104 2378.078854 10029.15502 3755.649408 23901.98707 5627.407762 33523.41979 15652.68738 10802.18613 14428.03778 10496.26149 24848.56085 7198.383163 6477.199883 7663.497107 13024.90583 2705.585044 9499.870151 13581.9747 13014.08996 14529.84734 12577.10792 13235.12243 12919.73738 14920.07992 12587.31612 15555.33171 13925.59851 15529.81802 12568.49531 NA NA
179.0589@1.12 179.0589 1.12 17773.12686 25792.51826 11228.78302 42309.25697 26479.30207 22940.25476 23698.84217 0 13345.6849 28021.41862 32103.30033 9353.885717 18270.61126 28471.45087 7124.296577 14055.19728 39410.55624 25746.38848 17101.74517 5637.201085 17407.39407 13373.54894 23928.68738 22059.6879 38296.3059 14711.69532 48315.45569 5648.306758 39864.68583 39022.68937 28388.78274 14765.77393 18199.18404 41717.36294 9270.047716 23843.76105 28803.48206 12375.02846 21273.24441 12750.03332 16009.79862 7817.236609 17302.09305 12307.18686 35449.32389 26431.01358 4376.483226 0 16923.91116 15769.5778 25918.07695 36608.50264 18504.20342 17920.3837 9633.822441 10410.98406 7019.01305 13338.38757 12782.80204 16910.6796 19246.01875 16464.62759 19233.87144 16969.22425 18748.44715 17259.96822 15967.38792 19038.50278 17827.92552 19460.11546 18514.91031 NA NA
182.9808@3.19 182.9808 3.19 0 56369.26979 35499.2506 38789.37232 99024.94445 41136.29232 76231.96837 56829.70252 59723.99574 15613.60772 63308.02946 25798.16751 64077.09317 29290.55895 43880.22528 24189.3285 44369.448 39140.30239 28216.07564 50973.70503 33284.00108 32669.78022 33652.37351 48038.5613 50386.58968 39549.34727 32893.48749 26318.9066 62136.02857 56487.37311 51636.6319 0 0 0 36452.59508 8721.336621 21987.15341 39728.29323 16301.79947 28670.94969 51425.37896 30974.06364 37031.49616 149847.9251 46882.97794 56836.77315 39833.70378 32863.23574 174245.9224 66304.68364 37496.16559 50641.97653 66293.18889 48828.32262 26191.7621 46702.64137 55158.56659 18089.59626 49860.21738 43636.24819 33173.96004 42856.74184 32053.23864 32154.68143 37998.87886 38432.84559 34179.56797 43426.16655 60108.95131 28356.99237 25756.24128 NA NA
183.0658@5.59 183.0658 5.59 142367.7628 34926.20041 45377.04717 233475.2635 96209.65129 106845.9243 163980.819 28948.63564 96947.86379 148925.7231 38871.50289 118776.25 96615.49579 75275.09039 128361.9989 43486.89719 162867.3783 93850.33375 40970.2775 98460.45655 159153.1629 170780.4294 102110.0811 123770.9094 88600.7669 123339.3269 168480.554 102815.9811 35923.80654 40560.20166 64164.00019 40757.59771 83834.14809 67520.46048 31706.43629 76059.37346 48181.18934 110215.714 93337.42885 135084.2554 153689.6203 128494.7497 55121.94776 142524.4971 73219.80784 52350.46948 158616.1627 62752.80101 118731.3519 143404.8983 79811.90014 43842.67819 106599.5171 94212.43779 19870.55334 101300.5716 97822.69972 90376.3219 167513.395 133402.8089 120979.8943 124243.4566 130051.9676 110543.2266 116055.3057 121318.2493 111400.3209 38606.94851 122680.2072 125370.154 38574.09941 NA NA
183.0661@8.84 183.0661 8.84 613939.0347 531048.2488 523107.8857 556143.9847 523534.4663 453605.9907 619913.717 481173.4332 458628.0282 561290.9696 578191.4401 401342.9638 476092.7458 457476.4822 668782.5842 635493.0362 571730.9291 451346.3875 537603.385 640535.9091 517856.2828 513764.0404 595461.0917 639995.4568 616171.5634 519371.6288 605951.0603 661010.1245 492525.1469 488648.6727 518517.8097 536579.6829 368166.2248 373151.1562 523577.5507 507532.7101 545996.0162 553017.9279 507150.4195 537264.8082 542578.6767 467502.5217 530002.535 560933.8302 433766.6344 490446.6849 491817.3436 506753.0928 468108.3103 437124.5197 678927.5082 389375.4982 565695.4502 479021.5546 467152.6223 482959.0659 450753.5386 401557.3447 607134.1295 497283.6546 540764.0576 544252.3171 470061.8439 481424.7766 500301.1837 501034.6056 500251.34 494981.601 518080.3697 490165.8262 531091.0171 NA NA
183.0659@8.21 183.0659 8.21 181579.2269 89581.18428 132108.5172 92307.66006 103373.7992 66599.13115 93091.3137 116548.8926 48254.4986 133796.8499 154463.8749 20168.07754 76722.48901 67092.71913 162223.3013 138431.753 129902.1488 145826.5737 84023.26151 155281.729 65301.62523 80197.95186 78821.2945 197591.9957 86805.97179 111348.5441 97219.76149 186156.7325 123875.3583 120815.2792 111704.4963 101620.934 68576.16137 54436.04118 97851.02991 97831.81382 54517.7073 108323.4628 122025.2686 76513.42524 94427.98567 153168.163 129109.2942 78624.2319 81463.60572 59603.45852 79099.3054 135902.7347 99891.17329 92105.04767 90422.78975 88543.79295 105697.5328 104150.5965 70003.55797 125660.3338 97925.34116 35758.7917 88171.58023 112849.4472 108299.1139 74699.87342 59470.7727 109800.3952 66291.6951 41762.31754 124133.3524 69797.07034 100319.1769 67349.41787 73994.24055 NA NA
183.0661@5.6 183.0661 5.6 142433.7263 73643.85541 44817.75454 233177.1978 96455.57788 106546.8761 164256.4276 28849.90096 96947.86379 60138.07194 38681.98637 109062.2266 96615.98142 74722.71039 128537.2347 82607.13487 160880.9172 93726.83036 40921.86451 98151.68643 159110.2495 171275.9263 102249.4523 63773.44918 88600.7669 118072.8097 134528.3295 102354.9096 112159.6935 103632.961 64192.52908 85234.09455 83523.49086 79300.21869 117296.074 35827.96428 94447.27836 108434.848 94378.51728 132949.5945 152823.673 110239.2995 135615.4601 142537.5103 73219.80784 151444.1419 158669.8692 194090.9318 144354.9244 143048.148 163789.3251 137274.3868 106124.6444 99139.77862 18894.77157 101881.1629 97169.13375 91988.77611 133095.5059 109250.25 49509.37959 123855.0775 53240.1959 108365.6325 112134.5575 123159.8292 123706.2832 130860.4283 120975.568 125307.9729 112189.5151 NA NA
183.0661@8.2 183.0661 8.2 181579.2269 89105.4932 133075.1324 157460.191 132416.5566 64821.93994 158234.9356 59227.68712 125545.3838 54601.73274 96021.44604 70412.95202 78926.4311 68945.5524 159799.0418 83322.23176 90478.96824 154651.1509 87052.03302 79959.74623 93271.81821 131132.2183 103086.8787 114741.1232 136732.8366 111348.5441 134251.9189 144270.4924 77544.51898 71776.96013 61359.33708 73126.23124 30970.8047 53415.7647 147185.2015 94794.63382 54210.21942 108323.4628 113610.3538 132124.7285 64367.62219 69061.25441 126549.4409 78066.38268 82438.73457 59603.45852 137357.9391 64273.848 93621.94759 54511.69568 163159.3764 61612.19349 102702.565 104538.2631 70003.55797 128968.3837 67330.67909 33233.092 154035.3795 74864.91201 107969.6243 113100.7516 107496.5262 66795.1833 66291.6951 77566.45811 124173.1045 112187.5037 100319.1769 104415.1646 73977.61087 NA NA
183.066@8.44 183.066 8.44 65433.38375 23946.35268 51766.42196 38853.04464 25271.18716 28658.80625 46653.09035 27881.03872 19301.07887 28228.72114 46902.87976 14163.47892 52769.26893 37106.20128 26877.23501 39498.64565 66087.3847 41211.60409 52373.96182 40953.6605 99769.72377 43779.5919 23217.58033 53596.65078 31953.36514 41296.85293 38874.77577 74421.37611 36485.03316 32743.72256 19312.17797 42741.60219 66705.17919 27869.98543 42559.60176 27255.18324 32032.44897 25322.30872 117537.082 40517.31243 39431.27055 31550.22007 37446.93405 37070.5293 17559.04283 30028.28417 19137.29026 31516.41826 18018.85988 38199.54702 32411.08804 26097.65419 52240.88126 32920.68116 34404.01639 34089.33751 39222.11767 62215.5929 69722.94003 26731.56664 39299.93511 21708.52942 22903.61872 26090.38155 30421.36978 47498.97924 37427.28011 24696.88806 38110.338 31990.56117 50844.21107 NA NA
189.0799@2.99 189.0799 2.99 43518.29964 32637.04976 37815.93414 42399.75981 19647.16443 23610.03579 44041.43681 12073.95378 15018.29144 57552.78348 19992.83458 18738.83748 33088.47006 10842.20299 23524.26679 21930.22898 27644.10802 21249.43992 72892.11796 0 47528.48572 14846.09845 48608.65256 9568.033942 26192.69761 22147.12447 166131.8828 37934.21445 17085.08183 25520.56539 34859.40448 21770.64296 10681.72518 7193.049056 18050.36603 184668.2375 37207.88412 0 22468.30932 90037.63914 19736.95149 3795.608081 29724.81057 17994.20843 5747.737648 18665.93081 0 0 18305.06331 13505.76391 47946.90014 19729.56473 67273.92357 46702.62243 16145.38432 14978.27816 36180.47101 10096.40604 18717.67207 27114.92548 26331.13147 28673.62164 28932.60793 32792.60158 29306.5292 27662.7326 23780.63412 26074.7232 28647.36498 26887.83667 27853.97508 NA NA
